Currency_Code,Currency_Description," Number of FCEs
 ",National_Average_Unit_Cost,Total Costs,No. Data Submissions,
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",110,3343.00,367778.00,45,"£367,345.94"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",117,1796.00,210180.00,55,"£145,085.83"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",124,1581.00,195999.00,55,"£181,615.80"
SA09G,Other Red Blood Cell Disorders with CC Score 14+,71,1959.00,139124.00,40,"£5,322,371.94"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,186,2006.00,373103.00,72,"£2,168,958.79"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,358,1447.00,517906.00,101,"£11,798,231.79"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,755,864.00,652608.00,102,"£1,849,561.70"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,436,786.00,342624.00,71,"£17,312,494.71"
SA11Z,Thalassaemia,195,1887.00,368010.00,25,"£181,934.55"
SA12G,Thrombocytopenia with CC Score 8+,54,3313.00,178924.00,29,"£211,003.86"
SA12H,Thrombocytopenia with CC Score 5-7,133,1168.00,155278.00,34,"£448,926.90"
SA12J,Thrombocytopenia with CC Score 2-4,202,1101.00,222440.00,58,"£979,475.36"
SA12K,Thrombocytopenia with CC Score 0-1,171,850.00,145350.00,47,"£189,900.23"
SA14Z,"Plasma Exchanges, 2 to 9",338,7033.00,2377154.00,36,"£114,774.46"
SA15Z,"Plasma Exchanges, 10 to 19",10,10284.00,102840.00,8,"£95,431.71"
SA16Z,"Plasma Exchanges, 20 or more",8,8573.00,68586.00,6,"£120,374.27"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",240,5282.00,1267659.00,63,"£744,090.29"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",125,2621.00,327666.00,58,"£304,637.83"
SA18Z,Bone Marrow Harvest,102,3043.00,310379.00,17,"£410,513.47"
SA19A,"Bone Marrow Transplant, Autograft, 19 years and over",42,7282.00,305839.00,22,"£314,049.30"
SA19B,"Bone Marrow Transplant, Autograft, 18 years and under",1,2953.00,2953.00,1,"£152,598.28"
SA20A,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 19 years and over",7,41415.00,289906.00,7,"£120,999.06"
SA20B,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 18 years and under",28,92048.00,2577344.00,7,"£116,437.75"
SA21A,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 19 years and over",4,39586.00,158343.00,4,"£28,616.82"
SA21B,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 18 years and under",31,81512.00,2526864.00,7,"£23,124.61"
SA22A,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 19 years and over",11,84665.00,931313.00,4,"£55,465.77"
SA22B,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 18 years and under",13,67380.00,875939.00,5,"£38,633.93"
SA23B,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical), 18 years and under",1,7054.00,7054.00,1,"£84,105.77"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,379,13411.00,5082892.00,46,"£22,783.76"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,253,5823.00,1473131.00,43,"£29,525.36"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,228,4207.00,959303.00,43,"£30,671.12"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,628,16977.00,10661682.00,74,"£20,084.34"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,369,13419.00,4951498.00,69,"£1,341,572.04"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,501,11278.00,5650439.00,80,"£4,418,175.90"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,441,8655.00,3816937.00,84,"£7,512.23"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,468,6537.00,3059500.00,85,"£774,479.84"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,423,3706.00,1567566.00,78,"£984,181.85"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over","1,752",16768.00,29378122.00,42,"£276,127.37"
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",93,39088.00,3635204.00,15,"£653,093.54"
SA27A,"Peripheral Blood Stem Cell Transplant, Syngeneic, 19 years and over",3,12104.00,36311.00,2,"£35,205.86"
SA27B,"Peripheral Blood Stem Cell Transplant, Syngeneic, 18 years and under",1,43315.00,43315.00,1,"£13,117.82"
SA30A,Plasma Cell Disorders with CC Score 11+,299,8955.00,2677495.00,68,"£11,774.80"
SA30B,Plasma Cell Disorders with CC Score 8-10,304,5434.00,1651998.00,81,"£24,934.42"
SA30C,Plasma Cell Disorders with CC Score 5-7,527,3736.00,1968959.00,102,"£25,597.95"
SA30D,Plasma Cell Disorders with CC Score 2-4,885,2344.00,2074016.00,100,"£45,053.98"
SA30E,Plasma Cell Disorders with CC Score 0-1,985,1274.00,1255126.00,94,"£94,626.79"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",224,13851.00,3102632.00,59,"£230,562.71"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",509,8347.00,4248713.00,86,"£5,485.72"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","1,011",5123.00,5179317.00,106,"£1,976,662.05"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",988,4156.00,4106362.00,107,"£2,961,668.91"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","1,562",3457.00,5400448.00,114,"£1,026,766.25"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","1,978",2599.00,5141001.00,110,"£2,581,555.89"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",173,4331.00,749243.00,65,"£446,131.74"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",90,2835.00,255145.00,50,"£1,078,237.44"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",173,2230.00,385796.00,62,"£2,955,002.63"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",335,1832.00,613558.00,89,"£61,469.81"
SA33Z,Diagnostic Bone Marrow Extraction,573,581.00,333030.00,58,"£93,199.76"
SA34Z,Peripheral Blood Stem Cell Harvest,224,4831.00,1082110.00,33,"£128,575.94"
SA35A,Agranulocytosis with CC Score 13+,20,6226.00,124516.00,13,"£34,282.50"
SA35B,Agranulocytosis with CC Score 9-12,40,4250.00,170015.00,26,"£132,092.91"
SA35C,Agranulocytosis with CC Score 5-8,155,4590.00,711481.00,59,"£117,502.81"
SA35D,Agranulocytosis with CC Score 2-4,145,3307.00,479512.00,52,"£378,086.73"
SA35E,Agranulocytosis with CC Score 0-1,46,1391.00,63989.00,24,"£762,343.22"
SA36A,"Sickle-Cell Anaemia with Crisis, with CC Score 6+",118,4349.00,513180.00,10,"£30,675.23"
SA36B,"Sickle-Cell Anaemia with Crisis, with CC Score 2-5",114,2836.00,323328.00,14,"£62,931.38"
SA36C,"Sickle-Cell Anaemia with Crisis, with CC Score 0-1",56,2036.00,113993.00,14,"£5,710.64"
SA37Z,Sickle-Cell Anaemia without Crisis,53,3175.00,168300.00,15,"£7,483.82"
SA38A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 19 years and over",204,28005.00,5713105.00,17,"£24,229.46"
SA38B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 18 years and under",34,57465.00,1953815.00,9,"£12,793.70"
SA39A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 19 years and over",448,32430.00,14528671.00,17,"£156,416.91"
SA39B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 18 years and under",57,68595.00,3909915.00,15,"£133,472.90"
SA40Z,"Peripheral Blood Stem Cell Transplant, Allogeneic (Donor Type Not Specified)",242,47344.00,11457282.00,21,"£130,511.08"
SA41Z,Automated Red Cell Exchange,64,1821.00,116532.00,8,"£212,297.08"
SA42Z,Manual Red Cell Exchange,40,1617.00,64688.00,12,"£315,552.02"
SA43Z,Leucopheresis,63,2184.00,137623.00,13,"£338,329.90"
SA44A,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 19 years and over","4,187",567.00,2373365.00,128,"£622,674.22"
SA44B,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 18 years and under",834,740.00,616756.00,77,"£1,044,006.81"
SA45A,"Injection of Rh Immune Globulin or Other Blood Transfusion, 19 years and over",20,327.00,6537.00,12,"£147,034.58"
SA45B,"Injection of Rh Immune Globulin or Other Blood Transfusion, 18 years and under",1,564.00,564.00,1,"£385,417.31"
SB97Z,Same Day Chemotherapy Admission or Attendance,132,308.00,40676.00,12,"£53,909.41"
SC97Z,Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy),14,972.00,13605.00,4,"£112,362.80"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 0",120,2502.00,300181.00,55,"£172,079.66"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 0",85,3061.00,260218.00,41,"£1,401,769.86"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 0",130,5134.00,667440.00,48,"£247,905.45"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 0",98,7346.00,719860.00,38,"£52,610.89"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",12,2046.00,24557.00,11,"£129,272.07"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",7,4549.00,31840.00,5,"£121,021.11"
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",10,8194.00,81944.00,8,"£25,409.75"
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",9,7943.00,71490.00,9,"£13,792,635.02"
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",242,3924.00,949686.00,88,"£22,036,165.03"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",55,4633.00,254797.00,41,"£316,856.74"
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",42,6230.00,261664.00,28,"£661,761.13"
VA12D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18",19,10471.00,198956.00,17,"£379,544.70"
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",53,4241.00,224787.00,37,"£743,934.35"
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",30,6211.00,186317.00,25,"£379,421.35"
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",15,8496.00,127441.00,12,"£628,230.06"
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",10,9825.00,98247.00,10,"£1,836,006.31"
VA14A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",14,6753.00,94546.00,12,"£105,647.60"
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",9,8068.00,72608.00,8,"£87,305.33"
VA14C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44",10,9357.00,93569.00,9,"£58,934.96"
VA14D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",2,14073.00,28147.00,2,"£89,194.95"
VA15A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",2,10672.00,21345.00,1,"£23,763.13"
VA15B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",3,10857.00,32571.00,3,"£146,003.85"
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",3,3150.00,9451.00,2,"£136,798.91"
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45",1,66023.00,66023.00,1,"£106,026.89"
WD01Z,"Delirium, treated by a Non-Specialist Mental Health Service Provider",115,3194.00,367277.00,42,"£223,710.94"
WD02Z,"Alzheimers Disease or Dementia, treated by a Non-Specialist Mental Health Service Provider",115,5455.00,627329.00,43,"£110,420.32"
WD03Z,"Personality Disorders, treated by a Non-Specialist Mental Health Service Provider",9,8659.00,77933.00,6,"£146,979.27"
WD04Z,"Behavioural Syndromes, treated by a Non-Specialist Mental Health Service Provider",175,2441.00,427236.00,38,"£75,206.37"
WD05Z,"Neurotic, Stress-Related or Somatoform Disorders, treated by a Non-Specialist Mental Health Service Provider",375,6527.00,2447743.00,51,"£97,081.59"
WD06Z,"Mood Affective Disorders, treated by a Non-Specialist Mental Health Service Provider",39,8317.00,324345.00,19,"£103,061.50"
WD07Z,"Schizophrenia, Schizotypal or Delusional Disorders, treated by a Non-Specialist Mental Health Service Provider",11,10794.00,118729.00,5,"£169,686.06"
WD08Z,"Mental and Behavioural Disorders Due to Drug or Alcohol Use, treated by a Non-Specialist Mental Health Service Provider",368,2737.00,1007321.00,64,"£195,030.66"
WD09Z,"Other Mental Health Disorders, treated by a Non-Specialist Mental Health Service Provider",51,3364.00,171570.00,20,"£159,746.02"
WH01A,"Transplant Failure and Rejection, with Multiple Interventions",188,5989.00,1125975.00,33,"£132,765.70"
WH01B,"Transplant Failure and Rejection, with Single Intervention",155,5003.00,775471.00,35,"£15,818.94"
WH01C,"Transplant Failure and Rejection, without Interventions, with CC Score 2+",135,4132.00,557814.00,26,"£19,163.80"
WH01D,"Transplant Failure and Rejection, without Interventions, with CC Score 0-1",224,1866.00,417896.00,35,"£366,327.95"
WH02Z,Toxic Effect of Contact with Venomous Animal,2,588.00,1176.00,2,"£908,548.08"
WH03A,Toxic Effect of Other Substance with CC Score 2+,2,627.00,1255.00,2,"£288,048.67"
WH03B,Toxic Effect of Other Substance with CC Score 0-1,23,777.00,17872.00,10,"£233,719.28"
WH04A,Poisoning Diagnosis with Multiple Interventions,1,4977.00,4977.00,1,"£920,889.82"
WH04B,"Poisoning Diagnosis with Single Intervention, with CC Score 2+",1,3155.00,3155.00,1,"£719,211.52"
WH04C,"Poisoning Diagnosis with Single Intervention, with CC Score 0-1",8,990.00,7917.00,6,"£779,138.36"
WH04D,"Poisoning Diagnosis without Interventions, with CC Score 2+",28,1016.00,28442.00,10,"£2,960,964.24"
WH04E,"Poisoning Diagnosis without Interventions, with CC Score 0-1",104,1176.00,122262.00,35,"£2,629,760.55"
WH05Z,Allergy or Adverse Allergic Reaction,222,1271.00,282122.00,77,"£56,268.70"
WH06Z,Environmental Effects,1,561.00,561.00,1,"£90,010.95"
WH07A,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 2+",268,9387.00,2515827.00,86,"£220,442.39"
WH07B,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 0-1",436,5483.00,2390720.00,108,"£425,066.32"
WH07C,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 2+",220,6221.00,1368649.00,86,"£301,084.46"
WH07D,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 0-1",560,3510.00,1965409.00,122,"£241,512.32"
WH07E,"Infections or Other Complications of Procedures, without Interventions, with CC Score 4+",116,4957.00,574987.00,48,"£140,093.97"
WH07F,"Infections or Other Complications of Procedures, without Interventions, with CC Score 2-3",415,2643.00,1096801.00,105,"£204,708.00"
WH07G,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1","1,634",1606.00,2624323.00,137,"£411,064.25"
WH08A,Unspecified Pain with CC Score 1+,34,2668.00,90696.00,14,"£227,665.98"
WH08B,Unspecified Pain with CC Score 0,40,2016.00,80624.00,10,"£258,690.36"
WH09A,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Multiple Interventions",13,6000.00,77997.00,11,"£1,797,643.63"
WH09B,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 3+",12,4288.00,51459.00,11,"£844,294.92"
WH09C,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 0-2",31,3301.00,102340.00,17,"£3,701,313.04"
WH09D,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 6+",8,10039.00,80314.00,6,"£396,255.28"
WH09E,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 4-5",42,5892.00,247484.00,27,"£1,451,510.34"
WH09F,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",148,3883.00,574712.00,50,"£4,509,123.77"
WH09G,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",215,1820.00,391303.00,70,"£1,592,923.93"
WH10A,Unspecified Oedema with CC Score 2+,16,1419.00,22711.00,10,"£1,729,593.02"
WH10B,Unspecified Oedema with CC Score 0-1,63,805.00,50717.00,32,"£2,052,183.05"
WH11B,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",8,1286.00,10289.00,7,"£229,267.46"
WH12A,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+",15,1418.00,21274.00,12,"£1,096,561.59"
WH12B,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",31,1477.00,45777.00,20,"£96,878.73"
WH13A,"Abnormal Findings without Diagnosis, with Interventions",64,2502.00,160136.00,45,"£1,451,500.32"
WH13B,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",114,1169.00,133289.00,51,"£1,106,411.63"
WH13C,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",205,701.00,143645.00,73,"£308,425.10"
WH14A,"Other or Unspecified Neoplasm, with Interventions, with CC Score 2+",29,6780.00,196628.00,20,"£994,831.22"
WH14B,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",55,3316.00,182357.00,42,"£440,176.74"
WH14C,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",64,2802.00,179311.00,39,"£64,303.62"
WH14D,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",196,1646.00,322685.00,59,"£313,332.84"
WH15Z,"Special Screening, Examinations or Other Genetic Disorders",445,1310.00,582772.00,81,"£125,573.70"
WH16A,"Observation or Counselling, with CC Score 1+",370,8956.00,3313902.00,56,"£910,626.67"
WH16B,"Observation or Counselling, with CC Score 0",462,1171.00,541009.00,91,"£533,048.00"
WH17A,Admission Related to Social Factors with Interventions,47,2132.00,100223.00,21,"£263,858.05"
WH17B,"Admission Related to Social Factors without Interventions, with CC Score 1+",127,1800.00,228627.00,46,"£978,399.01"
WH17C,"Admission Related to Social Factors without Interventions, with CC Score 0",273,906.00,247239.00,54,"£1,542,744.83"
WH18A,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",199,2782.00,553617.00,66,"£542,511.85"
WH18B,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",265,767.00,203335.00,71,"£583,416.38"
WH19Z,Potential Health Hazard Related to Communicable Diseases,54,582.00,31444.00,25,"£405,835.90"
WH20A,Respite Care with length of stay 9 days or more,73,6511.00,475306.00,3,"£136,994.79"
WH20B,Respite Care with length of stay between 5 and 8 days,94,2465.00,231675.00,3,"£241,718.44"
WH20C,Respite Care with length of stay 4 days or less,37,976.00,36119.00,3,"£596,284.34"
WH21B,Acute Alcohol Intoxication with CC Score 0-2,14,1426.00,19959.00,11,"£770,649.01"
WH22Z,Acute Drug Intoxication,1,663.00,663.00,1,"£198,707.04"
WH50A,"Procedure Not Carried Out, for Medical or Patient Reasons","18,986",638.00,12117817.00,147,"£393,821.71"
WH50B,"Procedure Not Carried Out, for Other or Unspecified Reasons","36,191",578.00,20905249.00,147,"£533,520.73"
WH51Z,"Admission Related to Donation, of Organ or Tissue",136,2067.00,281063.00,22,"£269,124.81"
WH52A,"Follow-up Examination for Malignant Neoplasm, with Interventions",209,2106.00,440105.00,76,"£2,400,357.70"
WH52B,"Follow-up Examination for Malignant Neoplasm, without Interventions",245,928.00,227359.00,79,"£712,453.54"
WH53A,"Follow-up Examination for Other Conditions, with Interventions",239,2705.00,646550.00,66,"£223,836.40"
WH53B,"Follow-up Examination for Other Conditions, without Interventions",354,691.00,244673.00,78,"£645,433.99"
WH54A,Procedures on the Lymphatic System with CC Score 1+,201,5163.00,1037758.00,71,"£688,898.61"
WH54B,Procedures on the Lymphatic System with CC Score 0,363,3163.00,1148171.00,93,"£1,618,722.37"
WJ01A,Complex Infectious Diseases with Multiple Interventions,11,11337.00,124707.00,9,"£261,623.31"
WJ01B,Complex Infectious Diseases with Single Intervention,23,11917.00,274083.00,14,"£163,504.77"
WJ01C,"Complex Infectious Diseases without Interventions, with CC Score 6+",30,8071.00,242117.00,10,"£1,178,068.34"
WJ01D,"Complex Infectious Diseases without Interventions, with CC Score 3-5",38,2686.00,102060.00,18,"£768,850.71"
WJ01E,"Complex Infectious Diseases without Interventions, with CC Score 0-2",91,1035.00,94152.00,16,"£1,007,081.27"
WJ02A,Major Infectious Diseases with Multiple Interventions,11,19452.00,213967.00,8,£934.70
WJ02B,Major Infectious Diseases with Single Intervention,28,12608.00,353018.00,14,"£118,825.02"
WJ02C,"Major Infectious Diseases without Interventions, with CC Score 6+",40,4880.00,195181.00,17,"£19,512.83"
WJ02D,"Major Infectious Diseases without Interventions, with CC Score 3-5",46,3689.00,169692.00,21,"£3,112,618.61"
WJ02E,"Major Infectious Diseases without Interventions, with CC Score 0-2",54,2852.00,154008.00,17,"£69,186.49"
WJ03A,Standard Infectious Diseases with Multiple Interventions,23,9542.00,219464.00,17,"£3,482.09"
WJ03B,"Standard Infectious Diseases with Single Intervention, with CC Score 4+",25,5015.00,125385.00,18,"£21,045.04"
WJ03C,"Standard Infectious Diseases with Single Intervention, with CC Score 0-3",37,3175.00,117484.00,27,"£61,996.91"
WJ03D,"Standard Infectious Diseases without Interventions, with CC Score 7+",75,3624.00,271773.00,32,"£228,711.22"
WJ03E,"Standard Infectious Diseases without Interventions, with CC Score 4-6",159,2599.00,413185.00,55,"£10,992.16"
WJ03F,"Standard Infectious Diseases without Interventions, with CC Score 2-3",149,2723.00,405796.00,59,"£917,841.69"
WJ03G,"Standard Infectious Diseases without Interventions, with CC Score 0-1",212,997.00,211349.00,59,"£580,883.61"
WJ04Z,Genito-Urinary Medicine (GUM) Infections,39,2204.00,85964.00,24,"£715,377.46"
WJ06A,"Sepsis with Multiple Interventions, with CC Score 9+",117,16825.00,1968551.00,55,"£1,887,389.85"
WJ06B,"Sepsis with Multiple Interventions, with CC Score 5-8",126,10402.00,1310636.00,60,"£179,975.68"
WJ06C,"Sepsis with Multiple Interventions, with CC Score 0-4",69,7785.00,537168.00,45,"£1,633,353.01"
WJ06D,"Sepsis with Single Intervention, with CC Score 9+",122,9042.00,1103099.00,53,"£244,032.95"
WJ06E,"Sepsis with Single Intervention, with CC Score 5-8",236,7946.00,1875372.00,81,"£8,100.98"
WJ06F,"Sepsis with Single Intervention, with CC Score 0-4",141,5583.00,787219.00,68,"£1,823,563.49"
WJ06G,"Sepsis without Interventions, with CC Score 9+",589,4288.00,2525569.00,93,"£1,068,408.20"
WJ06H,"Sepsis without Interventions, with CC Score 5-8","1,564",3325.00,5199957.00,128,"£1,085,312.52"
WJ06J,"Sepsis without Interventions, with CC Score 0-4","1,460",2360.00,3445843.00,125,"£2,168,643.95"
WJ07A,"Fever of Unknown Origin with Interventions, with CC Score 4+",16,7131.00,114090.00,15,"£3,923,311.18"
WJ07B,"Fever of Unknown Origin with Interventions, with CC Score 0-3",18,2974.00,53523.00,14,"£1,378,671.08"
WJ07C,"Fever of Unknown Origin without Interventions, with CC Score 4+",183,2020.00,369686.00,65,"£847,569.70"
WJ07D,"Fever of Unknown Origin without Interventions, with CC Score 0-3",358,1540.00,551451.00,85,"£2,629,664.01"
WJ10A,HIV Disease with Multiple Interventions,8,14086.00,112685.00,4,"£2,381,936.21"
WJ10B,"HIV Disease with Single Intervention, with CC Score 5+",19,10844.00,206033.00,4,"£1,100,239.48"
WJ10C,"HIV Disease with Single Intervention, with CC Score 0-4",19,4712.00,89524.00,9,"£2,408,386.05"
WJ10D,"HIV Disease without Interventions, with CC Score 5+",63,8004.00,504270.00,9,"£4,492,261.32"
WJ10E,"HIV Disease without Interventions, with CC Score 2-4",53,3745.00,198478.00,13,"£4,500,517.39"
WJ10F,"HIV Disease without Interventions, with CC Score 0-1",26,1973.00,51290.00,10,"£1,561,800.52"
WJ11Z,Other Disorders of Immunity,"1,043",759.00,791199.00,56,"£1,673,198.63"
YA01Z,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Intracranial or Extracranial Aneurysms",266,5733.00,1524914.00,22,"£1,941,372.15"
YA02A,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 4+",144,6751.00,972152.00,23,"£771,088.06"
YA02B,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 0-3",182,6279.00,1142811.00,26,"£2,694,333.28"
YA03A,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 8+",41,9463.00,387980.00,19,"£5,018,615.59"
YA03B,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 4-7",143,4875.00,697136.00,28,"£7,474,475.72"
YA03C,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 0-3",314,5465.00,1716057.00,32,"£824,777.96"
YA04Z,Percutaneous Transluminal Embolisation of Intracranial Arteriovenous Malformation,224,7121.00,1595207.00,27,"£1,558,685.90"
YA10Z,"Percutaneous Transluminal Angioplasty, including Stenting, of Intracranial or Extracranial Blood Vessel",228,4390.00,1001013.00,37,"£677,348.56"
YA11Z,"Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",800,2474.00,1979011.00,36,"£246,624.55"
YA12Z,"Percutaneous Transluminal Other Procedures on, Intracranial or Extracranial Blood Vessel",55,4823.00,265258.00,22,"£1,257,299.26"
YA13Z,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Intracranial or Extracranial Blood Vessel",15,7257.00,108855.00,8,"£1,058,606.81"
YC01Z,Image Guided Core Needle Biopsy of Lesion of Neck,108,544.00,58727.00,28,"£1,117,944.34"
YC02Z,Image Guided Fine Needle Aspiration of Lesion of Neck,42,715.00,30029.00,23,"£838,493.08"
YC10Z,Percutaneous Therapeutic Neck Procedures,4,1680.00,6720.00,2,"£1,002,505.29"
YD01Z,Percutaneous Ablation of Lesion of Respiratory Tract,429,2762.00,1184920.00,24,"£2,812,044.69"
YD02Z,Percutaneous Biopsy of Lesion of Pleura,72,1451.00,104504.00,36,"£5,381,957.71"
YD03Z,"Percutaneous Biopsy of Lesion of, Lung or Mediastinum","1,402",1010.00,1416145.00,112,"£500,546.59"
YD04Z,Percutaneous Drainage of Pleural Cavity,"1,165",1093.00,1273662.00,125,"£441,383.09"
YD05Z,Percutaneous Aspiration of Pleural Cavity,463,618.00,286031.00,92,"£767,881.24"
YF01A,"Radiological Insertion of Gastrostomy Tube, 19 years and over","1,103",1303.00,1437418.00,87,"£903,002.30"
YF01B,"Radiological Insertion of Gastrostomy Tube, 18 years and under",107,2288.00,244821.00,20,"£510,176.64"
YF02Z,"Radiological Insertion of, Gastrojejunostomy or Jejunostomy Tube",43,1831.00,78741.00,21,"£410,090.08"
